"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"70 years"	"70"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	159179
	"70 years"	"70"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1792557
	"70 years"	"70"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	174050
	"70 years"	"70"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2036175
	"70 years"	"70"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	181193
	"70 years"	"70"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1919047
	"70 years"	"70"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	195523
	"70 years"	"70"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1908430
	"70 years"	"70"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	203849
	"70 years"	"70"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1893130
	"71 years"	"71"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	96328
	"71 years"	"71"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1479593
	"71 years"	"71"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	104771
	"71 years"	"71"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1509987
	"71 years"	"71"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	102956
	"71 years"	"71"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1460404
	"71 years"	"71"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	104628
	"71 years"	"71"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1429653
	"71 years"	"71"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	106133
	"71 years"	"71"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1403899
	"71 years"	"71"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	110339
	"71 years"	"71"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1369276
	"71 years"	"71"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	123091
	"71 years"	"71"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1465926
	"71 years"	"71"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	122747
	"71 years"	"71"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1444616
	"71 years"	"71"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	126418
	"71 years"	"71"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1452608
	"71 years"	"71"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	133813
	"71 years"	"71"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1526080
	"71 years"	"71"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	138352
	"71 years"	"71"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1535722
	"71 years"	"71"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	146711
	"71 years"	"71"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1572961
	"71 years"	"71"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	149600
	"71 years"	"71"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1632859
	"71 years"	"71"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	157229
	"71 years"	"71"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1757075
	"71 years"	"71"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	172101
	"71 years"	"71"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1998102
	"71 years"	"71"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	179168
	"71 years"	"71"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1882593
	"71 years"	"71"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	193276
	"71 years"	"71"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1872136
	"72 years"	"72"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	91350
	"72 years"	"72"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1485088
	"72 years"	"72"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	94850
	"72 years"	"72"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1441542
	"72 years"	"72"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	103020
	"72 years"	"72"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1470899
	"72 years"	"72"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	101192
	"72 years"	"72"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1422403
	"72 years"	"72"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	102723
	"72 years"	"72"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1391658
	"72 years"	"72"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	104131
	"72 years"	"72"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1366720
	"72 years"	"72"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	108233
	"72 years"	"72"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1333101
	"72 years"	"72"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	120618
	"72 years"	"72"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1427097
	"72 years"	"72"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	120206
	"72 years"	"72"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1405866
	"72 years"	"72"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	123746
	"72 years"	"72"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1413369
	"72 years"	"72"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	131044
	"72 years"	"72"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1486078
	"72 years"	"72"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	136392
	"72 years"	"72"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1502157
	"72 years"	"72"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	144602
	"72 years"	"72"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1539688
	"72 years"	"72"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	147554
	"72 years"	"72"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1597555
	"72 years"	"72"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	155222
	"72 years"	"72"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1720948
	"72 years"	"72"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	169917
	"72 years"	"72"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1956389
	"72 years"	"72"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	176857
	"72 years"	"72"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1843136
	"73 years"	"73"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	84260
	"73 years"	"73"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1454856
	"73 years"	"73"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	89705
	"73 years"	"73"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1443735
	"73 years"	"73"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	93157
	"73 years"	"73"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1402147
	"73 years"	"73"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	101253
	"73 years"	"73"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1431948
	"73 years"	"73"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	99426
	"73 years"	"73"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1385054
	"73 years"	"73"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	100983
	"73 years"	"73"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1356343
	"73 years"	"73"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	102490
	"73 years"	"73"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1333576
	"73 years"	"73"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	106538
	"73 years"	"73"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1301279
	"73 years"	"73"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	118831
	"73 years"	"73"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1394134
	"73 years"	"73"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	118512
	"73 years"	"73"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1374324
	"73 years"	"73"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	121932
	"73 years"	"73"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1380996
	"73 years"	"73"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	128929
	"73 years"	"73"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1450440
	"73 years"	"73"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	134156
	"73 years"	"73"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1467256
	"73 years"	"73"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	142284
	"73 years"	"73"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1503223
	"73 years"	"73"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	145346
	"73 years"	"73"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1561513
	"73 years"	"73"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	152925
	"73 years"	"73"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1681295
	"73 years"	"73"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	167353
	"73 years"	"73"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1911271
	"74 years"	"74"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	79679
	"74 years"	"74"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1403112
	"74 years"	"74"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	82584
	"74 years"	"74"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1409165
	"74 years"	"74"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	87895
	"74 years"	"74"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1398022
	"74 years"	"74"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	91323
	"74 years"	"74"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1357644
	"74 years"	"74"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	99190
	"74 years"	"74"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1385864
	"74 years"	"74"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	97467
	"74 years"	"74"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1340522
	"74 years"	"74"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	99052
	"74 years"	"74"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1313135
	"74 years"	"74"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	100557
	"74 years"	"74"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1290820
	"74 years"	"74"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	104595
	"74 years"	"74"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1258806
	"74 years"	"74"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	116712
	"74 years"	"74"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1348769
	"74 years"	"74"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	116483
	"74 years"	"74"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1332261
	"74 years"	"74"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	119776
	"74 years"	"74"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1344564
	"74 years"	"74"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	126608
	"74 years"	"74"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1413408
	"74 years"	"74"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	131746
	"74 years"	"74"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1428900
	"74 years"	"74"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	139887
	"74 years"	"74"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1465846
	"74 years"	"74"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	142909
	"74 years"	"74"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1521953
	"74 years"	"74"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	150349
	"74 years"	"74"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1638458
	"75 years"	"75"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	75388
	"75 years"	"75"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1393255
	"75 years"	"75"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	77692
	"75 years"	"75"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1352902
	"75 years"	"75"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	80299
	"75 years"	"75"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1357869
	"75 years"	"75"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	85315
	"75 years"	"75"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1346400
	"75 years"	"75"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	88406
	"75 years"	"75"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1306005
	"75 years"	"75"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	95853
	"75 years"	"75"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1332803
	"75 years"	"75"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	94033
	"75 years"	"75"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1288878
	"75 years"	"75"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	95406
	"75 years"	"75"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1261510
	"75 years"	"75"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	96715
	"75 years"	"75"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1239110
	"75 years"	"75"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	100423
	"75 years"	"75"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1207323
	"75 years"	"75"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	112209
	"75 years"	"75"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1295627
	"75 years"	"75"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	114263
	"75 years"	"75"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1293625
	"75 years"	"75"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	117480
	"75 years"	"75"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1306739
	"75 years"	"75"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	124120
	"75 years"	"75"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1372877
	"75 years"	"75"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	129324
	"75 years"	"75"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1389731
	"75 years"	"75"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	137313
	"75 years"	"75"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1424973
	"75 years"	"75"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	140261
	"75 years"	"75"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1479329
	"76 years"	"76"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	68665
	"76 years"	"76"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1334884
	"76 years"	"76"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	73547
	"76 years"	"76"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1341332
	"76 years"	"76"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	75977
	"76 years"	"76"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1304602
	"76 years"	"76"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	78796
	"76 years"	"76"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1312209
	"76 years"	"76"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	83917
	"76 years"	"76"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1302920
	"76 years"	"76"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	87248
	"76 years"	"76"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1266474
	"76 years"	"76"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	94898
	"76 years"	"76"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1295921
	"76 years"	"76"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	93388
	"76 years"	"76"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1255269
	"76 years"	"76"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	95114
	"76 years"	"76"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1230663
	"76 years"	"76"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	96778
	"76 years"	"76"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1211197
	"76 years"	"76"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	99811
	"76 years"	"76"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1179995
	"76 years"	"76"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	109739
	"76 years"	"76"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1254390
	"76 years"	"76"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	111771
	"76 years"	"76"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1253638
	"76 years"	"76"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	114889
	"76 years"	"76"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1265418
	"76 years"	"76"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	121526
	"76 years"	"76"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1331558
	"76 years"	"76"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	126640
	"76 years"	"76"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1347093
	"76 years"	"76"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	134457
	"76 years"	"76"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1381229
	"77 years"	"77"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	62429
	"77 years"	"77"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1257339
	"77 years"	"77"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	66574
	"77 years"	"77"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1279005
	"77 years"	"77"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	71187
	"77 years"	"77"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1285527
	"77 years"	"77"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	73484
	"77 years"	"77"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1250715
	"77 years"	"77"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	76048
	"77 years"	"77"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1257902
	"77 years"	"77"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	80936
	"77 years"	"77"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1249762
	"77 years"	"77"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	84050
	"77 years"	"77"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1215804
	"77 years"	"77"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	91314
	"77 years"	"77"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1244429
	"77 years"	"77"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	89793
	"77 years"	"77"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1205433
	"77 years"	"77"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	91385
	"77 years"	"77"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1182085
	"77 years"	"77"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	93384
	"77 years"	"77"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1163555
	"77 years"	"77"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	97324
	"77 years"	"77"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1138430
	"77 years"	"77"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	107081
	"77 years"	"77"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1211744
	"77 years"	"77"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	109030
	"77 years"	"77"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1209989
	"77 years"	"77"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	112217
	"77 years"	"77"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1223345
	"77 years"	"77"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	118730
	"77 years"	"77"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1286464
	"77 years"	"77"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	123728
	"77 years"	"77"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1301268
	"78 years"	"78"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	57495
	"78 years"	"78"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1218467
