"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"78 years"	"78"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	60469
	"78 years"	"78"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1199797
	"78 years"	"78"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	64546
	"78 years"	"78"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1221512
	"78 years"	"78"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	69195
	"78 years"	"78"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1229162
	"78 years"	"78"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	71479
	"78 years"	"78"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1195963
	"78 years"	"78"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	74107
	"78 years"	"78"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1204557
	"78 years"	"78"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	78987
	"78 years"	"78"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1198620
	"78 years"	"78"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	82209
	"78 years"	"78"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1166747
	"78 years"	"78"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	89481
	"78 years"	"78"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1195304
	"78 years"	"78"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	88232
	"78 years"	"78"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1158732
	"78 years"	"78"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	89660
	"78 years"	"78"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1136983
	"78 years"	"78"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	90831
	"78 years"	"78"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1118564
	"78 years"	"78"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	94707
	"78 years"	"78"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1095501
	"78 years"	"78"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	104163
	"78 years"	"78"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1165156
	"78 years"	"78"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	106223
	"78 years"	"78"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1165523
	"78 years"	"78"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	109311
	"78 years"	"78"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1177533
	"78 years"	"78"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	115639
	"78 years"	"78"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1238242
	"79 years"	"79"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	51208
	"79 years"	"79"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1151541
	"79 years"	"79"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	55478
	"79 years"	"79"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1156826
	"79 years"	"79"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	58286
	"79 years"	"79"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1140078
	"79 years"	"79"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	62330
	"79 years"	"79"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1161864
	"79 years"	"79"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	66770
	"79 years"	"79"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1169302
	"79 years"	"79"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	69006
	"79 years"	"79"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1138757
	"79 years"	"79"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	71606
	"79 years"	"79"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1148818
	"79 years"	"79"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	76408
	"79 years"	"79"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1143673
	"79 years"	"79"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	79630
	"79 years"	"79"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1113732
	"79 years"	"79"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	86794
	"79 years"	"79"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1142009
	"79 years"	"79"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	85562
	"79 years"	"79"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1107159
	"79 years"	"79"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	86836
	"79 years"	"79"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1088369
	"79 years"	"79"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	88055
	"79 years"	"79"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1072231
	"79 years"	"79"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	91775
	"79 years"	"79"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1048783
	"79 years"	"79"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	101123
	"79 years"	"79"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1117935
	"79 years"	"79"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	103121
	"79 years"	"79"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1117366
	"79 years"	"79"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	106109
	"79 years"	"79"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1128724
	"80 years"	"80"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	47005
	"80 years"	"80"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1057465
	"80 years"	"80"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	49120
	"80 years"	"80"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1086296
	"80 years"	"80"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	53106
	"80 years"	"80"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1090683
	"80 years"	"80"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	55781
	"80 years"	"80"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1075205
	"80 years"	"80"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	59470
	"80 years"	"80"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1094858
	"80 years"	"80"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	63669
	"80 years"	"80"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1102159
	"80 years"	"80"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	65720
	"80 years"	"80"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1073775
	"80 years"	"80"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	68129
	"80 years"	"80"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1083011
	"80 years"	"80"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	72652
	"80 years"	"80"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1077580
	"80 years"	"80"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	75697
	"80 years"	"80"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1048968
	"80 years"	"80"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	82584
	"80 years"	"80"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1079006
	"80 years"	"80"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	82574
	"80 years"	"80"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1054852
	"80 years"	"80"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	83830
	"80 years"	"80"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1038358
	"80 years"	"80"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	85004
	"80 years"	"80"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1021874
	"80 years"	"80"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	88734
	"80 years"	"80"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1001434
	"80 years"	"80"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	97766
	"80 years"	"80"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1066573
	"80 years"	"80"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	99698
	"80 years"	"80"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1065827
	"81 years"	"81"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	37544
	"81 years"	"81"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	925499
	"81 years"	"81"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	44881
	"81 years"	"81"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	992597
	"81 years"	"81"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	46897
	"81 years"	"81"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1021895
	"81 years"	"81"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	50783
	"81 years"	"81"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1028009
	"81 years"	"81"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	53323
	"81 years"	"81"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1014962
	"81 years"	"81"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	56907
	"81 years"	"81"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1036231
	"81 years"	"81"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	60990
	"81 years"	"81"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1046370
	"81 years"	"81"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	63047
	"81 years"	"81"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1020969
	"81 years"	"81"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	65445
	"81 years"	"81"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1031765
	"81 years"	"81"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	69922
	"81 years"	"81"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1028728
	"81 years"	"81"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	72753
	"81 years"	"81"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1000423
	"81 years"	"81"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	79395
	"81 years"	"81"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1022713
	"81 years"	"81"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	79374
	"81 years"	"81"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1001105
	"81 years"	"81"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	80621
	"81 years"	"81"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	984176
	"81 years"	"81"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	81917
	"81 years"	"81"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	971026
	"81 years"	"81"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	85498
	"81 years"	"81"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	950351
	"81 years"	"81"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	94204
	"81 years"	"81"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1012088
	"82 years"	"82"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	34408
	"82 years"	"82"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	877185
	"82 years"	"82"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	35628
	"82 years"	"82"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	861886
	"82 years"	"82"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	42535
	"82 years"	"82"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	924477
	"82 years"	"82"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	44480
	"82 years"	"82"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	952866
	"82 years"	"82"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	48079
	"82 years"	"82"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	957882
	"82 years"	"82"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	50493
	"82 years"	"82"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	946951
	"82 years"	"82"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	53863
	"82 years"	"82"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	968328
	"82 years"	"82"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	57796
	"82 years"	"82"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	978073
	"82 years"	"82"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	59770
	"82 years"	"82"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	954137
	"82 years"	"82"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	62100
	"82 years"	"82"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	964810
	"82 years"	"82"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	66452
	"82 years"	"82"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	963303
	"82 years"	"82"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	69646
	"82 years"	"82"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	942420
	"82 years"	"82"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	76024
	"82 years"	"82"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	964974
	"82 years"	"82"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	75999
	"82 years"	"82"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	943112
	"82 years"	"82"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	77370
	"82 years"	"82"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	929614
	"82 years"	"82"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	78601
	"82 years"	"82"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	916346
	"82 years"	"82"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	82024
	"82 years"	"82"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	896380
	"83 years"	"83"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	28826
	"83 years"	"83"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	774506
	"83 years"	"83"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	32476
	"83 years"	"83"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	811148
	"83 years"	"83"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	33646
	"83 years"	"83"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	798140
	"83 years"	"83"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	40204
	"83 years"	"83"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	857652
	"83 years"	"83"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	42006
	"83 years"	"83"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	885117
	"83 years"	"83"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	45432
	"83 years"	"83"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	891490
	"83 years"	"83"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	47765
	"83 years"	"83"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	884236
	"83 years"	"83"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	51021
	"83 years"	"83"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	905646
	"83 years"	"83"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	54854
	"83 years"	"83"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	916151
	"83 years"	"83"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	56849
	"83 years"	"83"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	895056
	"83 years"	"83"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	59056
	"83 years"	"83"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	904499
	"83 years"	"83"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	63262
	"83 years"	"83"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	901146
	"83 years"	"83"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	66334
	"83 years"	"83"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	883060
	"83 years"	"83"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	72354
	"83 years"	"83"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	902815
	"83 years"	"83"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	72510
	"83 years"	"83"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	884841
	"83 years"	"83"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	73822
	"83 years"	"83"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	870982
	"83 years"	"83"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	75014
	"83 years"	"83"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	858591
	"84 years"	"84"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	26105
	"84 years"	"84"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	705154
	"84 years"	"84"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	26978
	"84 years"	"84"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	708523
	"84 years"	"84"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	30341
	"84 years"	"84"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	742995
	"84 years"	"84"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	31460
	"84 years"	"84"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	731689
	"84 years"	"84"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	37472
	"84 years"	"84"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	785666
	"84 years"	"84"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	39170
	"84 years"	"84"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	812450
	"84 years"	"84"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	42329
	"84 years"	"84"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	819524
	"84 years"	"84"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	44491
	"84 years"	"84"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	813539
	"84 years"	"84"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	47558
	"84 years"	"84"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	833544
	"84 years"	"84"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	51185
	"84 years"	"84"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	843946
	"84 years"	"84"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	53425
	"84 years"	"84"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	827001
	"84 years"	"84"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	55909
	"84 years"	"84"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	839369
	"84 years"	"84"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	59905
	"84 years"	"84"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	837848
	"84 years"	"84"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	62772
	"84 years"	"84"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	819384
	"84 years"	"84"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	68657
	"84 years"	"84"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	840646
	"84 years"	"84"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	68790
	"84 years"	"84"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	822620
	"84 years"	"84"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	70053
	"84 years"	"84"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	809618
	"85+ years"	"85+"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	144379
	"85+ years"	"85+"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3714349
	"85+ years"	"85+"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	149313
	"85+ years"	"85+"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3758700
	"85+ years"	"85+"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	154244
	"85+ years"	"85+"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3806447
	"85+ years"	"85+"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	162009
	"85+ years"	"85+"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3888892
	"85+ years"	"85+"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	169497
	"85+ years"	"85+"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3950064
	"85+ years"	"85+"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	181718
	"85+ years"	"85+"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	4063695
	"85+ years"	"85+"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	194103
	"85+ years"	"85+"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	4205709
	"85+ years"	"85+"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	208423
